age_group,state,gender,break_year,slope1,slope2,mean_last_5_years
55-64 years,Delaware,Male,2017,-0.020686737490690135,0.01406421041394049,0.7127063402949323
55-64 years,Delaware,Total,2012,-0.01934864197770386,0.002191174094560936,0.4919087909216972
55-64 years,District of Columbia,Female,2007,-0.03250618166569437,0.003710294946274631,0.5551994909798637
55-64 years,District of Columbia,Male,2009,-0.027778914356843175,-0.0027620889329960582,1.0775391870649
55-64 years,District of Columbia,Total,2009,-0.026321520167314576,0.002951346608765896,0.8112182958122073
55-64 years,Florida,Female,2006,-0.018269570871989813,-0.0002636298380183019,0.26676951867654763
55-64 years,Florida,Male,2007,-0.03494964782456221,-0.002756342331041571,0.6811744891084662
55-64 years,Florida,Total,2007,-0.024965339097908632,-0.0009652037585690804,0.4672633672291585
55-64 years,Georgia,Female,2007,-0.026064230364986212,0.002208481240788932,0.4239904184444943
55-64 years,Georgia,Male,2008,-0.03979035845020304,0.0017099985545320148,0.9122335504154503
55-64 years,Georgia,Total,2008,-0.031568484571793044,0.0025889365834861483,0.6598668672899345
55-64 years,Hawaii,Female,2006,-0.030075384646460347,0.0023224767260367207,0.27096534171719433
55-64 years,Hawaii,Male,2008,-0.037102739999951215,0.01315007799254958,0.7800829403398458
55-64 years,Hawaii,Total,2007,-0.033836073641784994,0.007205065115817595,0.5232903010680137
55-64 years,Idaho,Female,2007,-0.009346535345620011,-0.0012901205596725727,0.20708196721311473
55-64 years,Idaho,Male,2005,-0.03402542252574594,-0.00525034073090893,0.5322072011378097
55-64 years,Idaho,Total,2006,-0.020040173165752396,-0.003290735745030259,0.3683737844064673
55-64 years,Illinois,Female,2009,-0.016744499753335328,0.0008437316102607728,0.3201636350026199
55-64 years,Illinois,Male,2007,-0.040271981972677263,-0.0015097642567703656,0.7666213039898195
55-64 years,Illinois,Total,2007,-0.02969435579838294,-0.0006517648351208709,0.5400652826828812
55-64 years,Indiana,Female,2009,-0.017434903641211627,0.004333397370811662,0.3909172842278613
55-64 years,Indiana,Male,2007,-0.03942315499414679,0.003394983089708689,0.8702739726027398
55-64 years,Indiana,Total,2009,-0.023928767073446242,0.0052029007572903935,0.6273142018279678
55-64 years,Iowa,Female,2014,-0.00604917289339065,0.008848176587984154,0.3337951942510667
55-64 years,Iowa,Male,2009,-0.026464016016816506,0.009928633324056017,0.7860600344337151
55-64 years,Iowa,Total,2009,-0.017796861215953086,0.007405619873684717,0.559660760910397
55-64 years,Kansas,Female,2006,-0.02603733646064662,0.004353227305607148,0.3283389475260124
55-64 years,Kansas,Male,2008,-0.028353729350441576,0.006039900284824828,0.7426001946253462
55-64 years,Kansas,Total,2007,-0.026663285563540275,0.0049592226672645935,0.5332441346907097
55-64 years,Kentucky,Female,2008,-0.019059746216079004,0.0076790799584699095,0.5391195448761135
55-64 years,Kentucky,Male,2006,-0.051357554225123475,0.008381575688782686,1.081461187214612
55-64 years,Kentucky,Total,2007,-0.03219656502972488,0.00825415350578046,0.8041087176809125
55-64 years,Louisiana,Female,2012,-0.010457409554463299,0.005129310833146531,0.5507232577288719
55-64 years,Louisiana,Male,2010,-0.028258971253487575,0.010296587983402012,1.160628490156449
55-64 years,Louisiana,Total,2010,-0.019416166464988702,0.006589061829759563,0.844010256325876
55-64 years,Maine,Female,2010,-0.01577339434184424,0.0045299530247848475,0.24560535968261094
55-64 years,Maine,Male,2012,-0.0239238768798874,0.0118916579489485,0.6860121266561869
55-64 years,Maine,Total,2011,-0.020125439031475338,0.007401400881304403,0.45979836133614815
55-64 years,Maryland,Female,2011,-0.010680488594254594,-0.00048793947109689734,0.30833670184894074
55-64 years,Maryland,Male,2004,-0.04539009759154815,-0.005970690721354498,0.6928830002245677
55-64 years,Maryland,Total,2005,-0.028060261887781122,-0.003963450172513781,0.49324653155494147
55-64 years,Massachusetts,Female,2010,-0.013068587805109689,-0.00036366623672148303,0.17859794894827458
55-64 years,Massachusetts,Male,2008,-0.032852167163041554,-0.004938283636100962,0.4741732165581255
55-64 years,Massachusetts,Total,2010,-0.020175162012890865,-0.00152339400417573,0.32268676752480485
55-64 years,Michigan,Female,2008,-0.017263661264441257,0.00024423455670896654,0.37322299573321355
55-64 years,Michigan,Male,2006,-0.03604319932429391,-0.0007478994628858926,0.8572704543753276
55-64 years,Michigan,Total,2007,-0.025270436431963205,1.8116969228286484e-05,0.6118490762735738
55-64 years,Minnesota,Female,2003,-0.024370446204781297,-0.0008893386701962006,0.15105247398757388
55-64 years,Minnesota,Male,2007,-0.027805320485912763,-0.0029313935431123372,0.3941347406242982
55-64 years,Minnesota,Total,2007,-0.019550769108709704,-0.0012627423485277421,0.27304836306457253
55-64 years,Mississippi,Female,2010,-0.022283107177140108,0.009413147568026543,0.6528288045512388
55-64 years,Mississippi,Male,2010,-0.03694300622140376,0.015192129173687098,1.3528118871172992
55-64 years,Mississippi,Total,2010,-0.02912332766998843,0.012121084758934905,0.9886268042624357
55-64 years,Missouri,Female,2007,-0.017924989911298383,0.004312610727126215,0.4469587543977842
55-64 years,Missouri,Male,2007,-0.036288474591474745,0.007635543750166417,0.9793265963021185
55-64 years,Missouri,Total,2007,-0.026761078249165238,0.006196103507940164,0.7076823052108873
55-64 years,Montana,Female,2010,-0.008647929340049548,0.006192992363071678,0.32038640616812636
55-64 years,Montana,Male,2007,-0.035898186602604305,0.010889339930471767,0.8001554008533572
55-64 years,Montana,Total,2010,-0.016342615581395464,0.010173823245004598,0.5583043697894297
55-64 years,Nebraska,Female,2008,-0.01851786598223572,0.003879040508170079,0.26057668987199634
55-64 years,Nebraska,Male,2006,-0.04751626163852275,0.0014941057833523855,0.5526852309304588
55-64 years,Nebraska,Total,2007,-0.030336077204698744,0.0028521754018304667,0.4071349559441203
55-64 years,Nevada,Female,2021,-0.002741003483817188,-0.016784960519627086,0.38195493674676245
55-64 years,Nevada,Male,2008,-0.023068180279907372,-0.005405032877754623,0.930571599670634
55-64 years,Nevada,Total,2008,-0.016305330149756183,-0.003412418088231216,0.6581815043010353
55-64 years,New Hampshire,Female,2005,-0.027556785455233917,0.0008997851133724644,0.2165533348304513
55-64 years,New Hampshire,Male,2008,-0.03755378192388834,0.0038035255480622712,0.5714849913915712
55-64 years,New Hampshire,Total,2008,-0.027688039048765416,0.003132680851728669,0.39223882579923897
55-64 years,New Jersey,Female,2009,-0.013768929293867901,-0.00023058097948469233,0.23166434613369263
55-64 years,New Jersey,Male,2007,-0.03764722792590507,-0.0027975991874091832,0.5597118047758066
55-64 years,New Jersey,Total,2007,-0.026717548505151012,-0.0016275460786737243,0.3921264147926643
55-64 years,New Mexico,Female,2012,-0.006886926851842744,0.007445304356099438,0.3052601242607979
55-64 years,New Mexico,Male,2011,-0.015266892367723276,0.01630271745205498,0.8031057713900742
55-64 years,New Mexico,Total,2011,-0.011462042167557111,0.011382313038885256,0.5461005111765344
55-64 years,New York,Female,2010,-0.01726810670228391,-0.0008234584411971439,0.26232981510592107
55-64 years,New York,Male,2010,-0.03182234090183915,-0.0008458606149642119,0.657133917209372
55-64 years,New York,Total,2010,-0.023718120025957305,-0.0005035336270693067,0.45415394917321983
55-64 years,North Carolina,Female,2008,-0.01780680314147763,0.0016604802808720398,0.35000658731941015
55-64 years,North Carolina,Male,2009,-0.03182838276651822,-0.0010834489913543292,0.7806469047084363
55-64 years,North Carolina,Total,2008,-0.026137573062714844,2.6151242365171634e-05,0.5578478230768995
55-64 years,North Dakota,Female,2009,-0.01827678802943832,0.003969673603971567,0.24973036903959872
55-64 years,North Dakota,Male,2007,-0.05296834737644805,0.007286271451329207,0.7090981360880305
55-64 years,North Dakota,Total,2007,-0.03699679041114232,0.004829529600766387,0.4842848585519731
55-64 years,Ohio,Female,2008,-0.02108789691620081,0.004312615410356817,0.38895066996032635
55-64 years,Ohio,Male,2009,-0.03164934465625979,0.005036803055402959,0.8552321281533048
55-64 years,Ohio,Total,2009,-0.024522256456482257,0.005217502764924432,0.6178259415006087
55-64 years,Oklahoma,Female,2009,-0.010325639653593646,0.010148966071617044,0.6475008608428775
55-64 years,Oklahoma,Male,2008,-0.04136798160546939,0.017341482914850083,1.2862206752002396
55-64 years,Oklahoma,Total,2008,-0.026017538415348263,0.01341707832158636,0.9604219343772943
55-64 years,Oregon,Female,2010,-0.012733174858137407,0.0037408925899580104,0.21780342840032932
55-64 years,Oregon,Male,2010,-0.029985988796520206,0.006223924090446243,0.5469353993562392
55-64 years,Oregon,Total,2010,-0.0215103554900141,0.005057819574876093,0.3795748962170841
55-64 years,Pennsylvania,Female,2009,-0.018042508922674918,0.0014043815047513966,0.3034033984579684
55-64 years,Pennsylvania,Male,2009,-0.03590666519718606,0.0005658478203629178,0.7221414776555132
55-64 years,Pennsylvania,Total,2009,-0.026181424800658992,0.0011180478146885324,0.5090239367366134
55-64 years,Rhode Island,Female,2010,-0.01611066147302471,0.0019786693901019115,0.2345552810839134
55-64 years,Rhode Island,Male,2010,-0.023524821836637285,-0.004901110520534713,0.5620850363051126
55-64 years,Rhode Island,Total,2010,-0.019540413483573237,-0.0013581291257854372,0.3929815639040802
55-64 years,South Carolina,Female,2008,-0.01638690899260443,0.001533080374816479,0.41441874391795785
55-64 years,South Carolina,Male,2007,-0.03977520751456397,-0.0020759758207178555,0.954101504603638
55-64 years,South Carolina,Total,2008,-0.026034727350158656,0.000319190101024696,0.6713343610315774
55-64 years,South Dakota,Female,2007,-0.018044913330867624,0.00301384469584038,0.2682109439329291
55-64 years,South Dakota,Male,2007,-0.03416382956479663,-0.00020081163879448471,0.6604916535668838
55-64 years,South Dakota,Total,2007,-0.025187719485088696,0.001306834006849035,0.46678276269678254
55-64 years,Tennessee,Female,2007,-0.017954100013591955,0.004252228794458555,0.5137103076577587
55-64 years,Tennessee,Male,2007,-0.039945640243796536,0.007541339517032709,1.0987264016767724
55-64 years,Tennessee,Total,2007,-0.02870364140238253,0.0059000954792221595,0.7974285869134654
55-64 years,Texas,Female,2008,-0.016510208666679956,-0.00026977843394095785,0.3379103226289393
55-64 years,Texas,Male,2007,-0.03875339865274113,-0.0015629175440651719,0.7743428400329366
55-64 years,Texas,Total,2007,-0.028242075867471433,-0.0009288435782721684,0.5530857111468381
55-64 years,Utah,Female,2010,-0.008640253241306833,0.003321458287768128,0.21724904558724453
55-64 years,Utah,Male,2010,-0.014810811263820814,0.0011583656303329592,0.4881146792424582
55-64 years,Utah,Total,2010,-0.011613249959167186,0.002402090486022577,0.3527429810102622
55-64 years,Vermont,Female,2011,-0.009138176409678761,0.00800517593376341,0.24682146867280483
55-64 years,Vermont,Male,2008,-0.024394679563198154,0.012362902422581774,0.6979691593682162
55-64 years,Vermont,Total,2010,-0.01388592668877343,0.010455075841507348,0.46805955876286076
55-64 years,Virginia,Female,2008,-0.015384891369542814,0.001878027072161094,0.3110616064076653
55-64 years,Virginia,Male,2010,-0.028553545006529478,0.002697913267425779,0.6920239538887641
55-64 years,Virginia,Total,2010,-0.02047916866596208,0.0030625866796008434,0.4970333445000321
55-64 years,Washington,Female,2010,-0.010931943565771507,0.002619748046463085,0.22815629912418595
55-64 years,Washington,Male,2009,-0.024617880590312946,0.003105127873097125,0.5957568680290442
55-64 years,Washington,Total,2010,-0.016998480037449505,0.0036119412569161,0.4110555223322244
55-64 years,West Virginia,Female,2010,-0.025242191116618896,0.015035657987796217,0.525253387229583
55-64 years,West Virginia,Male,2012,-0.03674042101453356,0.03286988827357638,1.0995116400928213
55-64 years,West Virginia,Total,2010,-0.035082342884869167,0.02033591571869505,0.8085853072782758
55-64 years,Wisconsin,Female,2007,-0.014295979448422569,0.0009859797371738442,0.25153858821768094
55-64 years,Wisconsin,Male,2006,-0.03830983350248059,-0.0011062256891966882,0.628071412530878
55-64 years,Wisconsin,Total,2006,-0.02655491315364514,-0.0002604967397519843,0.43955965891677995
55-64 years,Wyoming,Female,2011,-0.00859561950908605,0.005709191089411807,0.30293360281458187
55-64 years,Wyoming,Male,2006,-0.03543691658862819,0.0020554217770962988,0.7202973276442848
55-64 years,Wyoming,Total,2011,-0.013801648811587906,0.00555834632032263,0.5136230414632961
65-74 years,Alabama,Female,2010,-0.05502386067071282,0.00791137542429312,1.152055133600776
65-74 years,Alabama,Male,2008,-0.11941129055593137,0.010818778542684218,2.1777527574739777
65-74 years,Alabama,Total,2008,-0.08780249044686601,0.006732543391345769,1.6260147597704844
65-74 years,Alaska,Female,2012,-0.04476485856510849,0.007326389870202933,0.6238705033033867
65-74 years,Alaska,Male,2010,-0.08196345684137275,-8.467112150745137e-06,1.2770103907975758
65-74 years,Alaska,Total,2010,-0.06468806031125415,0.00021168738417084998,0.957975668828032
65-74 years,Arizona,Female,2011,-0.04562654243152002,0.005958907686370356,0.6118519634768512
65-74 years,Arizona,Male,2009,-0.0981991965969824,0.008836748929001784,1.3768104961555039
65-74 years,Arizona,Total,2010,-0.06803209823920749,0.007379576426925674,0.9699129371551571
65-74 years,Arkansas,Female,2009,-0.05011786966867855,0.008292456705819705,1.101962407246492
65-74 years,Arkansas,Male,2007,-0.12528853378531743,0.015614405340716286,2.180892347384058
65-74 years,Arkansas,Total,2007,-0.08809527149103193,0.009247793454299297,1.60719878179053
65-74 years,California,Female,2011,-0.05199269064538478,-0.0033242482350655522,0.5745275763849061
65-74 years,California,Male,2010,-0.09118687995953387,0.0007279302737957238,1.2784365478384339
65-74 years,California,Total,2010,-0.07107064691365081,-0.002307513444626874,0.9064898269475836
65-74 years,Colorado,Female,2009,-0.049037834373366986,-0.0009184518464121355,0.5140254974698137
65-74 years,Colorado,Male,2010,-0.0746327700402689,0.005019027138949583,1.068803815071186
65-74 years,Colorado,Total,2010,-0.05817923852011662,0.00283852194909677,0.7803001981567139
65-74 years,Connecticut,Female,2008,-0.05736034526052855,-0.00572295642760412,0.5236828404604525
65-74 years,Connecticut,Male,2008,-0.12486269926710121,-0.005341596998323955,1.105855002198166
65-74 years,Connecticut,Total,2008,-0.08701702912556564,-0.005083779162596669,0.7987723322687901
65-74 years,Delaware,Female,2008,-0.0785566244181312,-0.004750934901305237,0.6376624941133795
65-74 years,Delaware,Male,2009,-0.11648263873765928,-0.0014156149027103465,1.3622627255978421
65-74 years,Delaware,Total,2009,-0.09213641555773806,-0.002128238755699896,0.9733739784134439
65-74 years,District of Columbia,Female,2013,-0.05743422199811669,-0.005108569985629287,1.1100312567302981
65-74 years,District of Columbia,Male,2011,-0.09058621338897233,-0.0021155181417280844,2.314273739196312
65-74 years,District of Columbia,Total,2012,-0.06945673430634088,-0.004429481260391027,1.6393601103099122
65-74 years,Florida,Female,2009,-0.053537609001131366,0.0004204802634700175,0.6102576604267582
65-74 years,Florida,Male,2009,-0.09313211909318411,0.004091601103918027,1.328819739467264
65-74 years,Florida,Total,2009,-0.07141940122746088,0.0018921610769205566,0.9437928553263732
65-74 years,Georgia,Female,2010,-0.07156554967270538,0.006177738507480018,0.9222019073488438
65-74 years,Georgia,Male,2010,-0.11784219039222606,0.013128096021016819,1.790116149992592
65-74 years,Georgia,Total,2010,-0.09069187115871796,0.008998049608857875,1.32002235579479
65-74 years,Hawaii,Female,2010,-0.035290946009402635,-0.007434604143444108,0.4755259376692066
65-74 years,Hawaii,Male,2008,-0.08630858703163405,-0.009646403198797796,1.225201052735618
65-74 years,Hawaii,Total,2009,-0.05389151447338002,-0.00763983282062386,0.8378365825780983
65-74 years,Idaho,Female,2009,-0.04381899807790068,-0.004550342121468896,0.5778712638609498
65-74 years,Idaho,Male,2007,-0.11588022299700482,-0.00672439827291442,1.18313482308461
65-74 years,Idaho,Total,2008,-0.07290907336867403,-0.0053312177447394915,0.8731861907663978
65-74 years,Illinois,Female,2009,-0.06265090841136393,-0.0030669665788309527,0.7620593885030396
65-74 years,Illinois,Male,2009,-0.110943568446442,-0.001125924573013512,1.546043694965546
65-74 years,Illinois,Total,2009,-0.08304840284484213,-0.0015373853403585214,1.1315541258675315
65-74 years,Indiana,Female,2008,-0.07586315503103616,-0.002945653044489238,0.8679296286790406
65-74 years,Indiana,Male,2009,-0.11681409878320141,0.004760070532388527,1.709620856733446
65-74 years,Indiana,Total,2009,-0.08913738580180842,0.002384204724382402,1.26722147878741
65-74 years,Iowa,Female,2009,-0.04468618431795065,0.004447955560675308,0.7732890465147497
65-74 years,Iowa,Male,2007,-0.11683670981649684,0.0038481061394213117,1.5655581314618998
65-74 years,Iowa,Total,2007,-0.08193267424353373,0.0034367191209767334,1.1596974934805124
65-74 years,Kansas,Female,2010,-0.05081748345922388,0.006366989823529151,0.7329876233369486
65-74 years,Kansas,Male,2008,-0.10708626098366536,0.007603789630622762,1.4941915073977081
65-74 years,Kansas,Total,2009,-0.07251551876420456,0.0077953222407368405,1.0991172360636492
65-74 years,Kentucky,Female,2009,-0.0715400020767143,0.004393801954732199,1.0859503203487466
65-74 years,Kentucky,Male,2008,-0.1360416841130583,0.00349906282521692,2.01445963408198
65-74 years,Kentucky,Total,2009,-0.09281458983827343,0.006173796396999817,1.5228367280125408
65-74 years,Louisiana,Female,2009,-0.06004427246685246,0.0023956508073047222,1.13230483985816
65-74 years,Louisiana,Male,2008,-0.11113806496156986,0.005777056388569471,2.147573291616858
65-74 years,Louisiana,Total,2008,-0.08406487370563799,0.0032732696087467567,1.6055976432987815
65-74 years,Maine,Female,2008,-0.06967535590399619,-0.0010485470023028354,0.5901016457446613
65-74 years,Maine,Male,2011,-0.08932853554134701,0.009148118764559676,1.264181438282098
65-74 years,Maine,Total,2010,-0.0739336855113136,0.003672897356265692,0.9124134222558956
65-74 years,Maryland,Female,2011,-0.055595957518678255,-0.003455212742189649,0.7254061713027038
65-74 years,Maryland,Male,2010,-0.09383463932998581,0.0009995387705653835,1.495662563292398
65-74 years,Maryland,Total,2011,-0.06914911668487564,0.00026309941288280014,1.0791781271546115
65-74 years,Massachusetts,Female,2011,-0.046771087635405266,-0.004465086670580001,0.4736270663508922
65-74 years,Massachusetts,Male,2009,-0.10384309688710279,-0.011222943031179294,1.044869820964122
65-74 years,Massachusetts,Total,2010,-0.06924841345231994,-0.0069604429178636365,0.7414468175210006
65-74 years,Michigan,Female,2009,-0.0629993134368574,-0.0036808977309777044,0.8710986397917605
65-74 years,Michigan,Male,2007,-0.13650713413725815,-0.002983586510910352,1.6868222980588299
65-74 years,Michigan,Total,2008,-0.09112454847445679,-0.0024728485443305803,1.259324675714919
65-74 years,Minnesota,Female,2009,-0.04042825016110913,4.839554296462434e-05,0.406330041842876
65-74 years,Minnesota,Male,2007,-0.1113510592006088,-0.008047727190441709,0.8517111153902178
65-74 years,Minnesota,Total,2007,-0.07689794403360382,-0.004959667990637989,0.6235734295337477
65-74 years,Mississippi,Female,2011,-0.07067499066518296,0.006347638641620815,1.23034194646702
65-74 years,Mississippi,Male,2011,-0.11952933099767969,0.027122626678244457,2.3998591548652817
65-74 years,Mississippi,Total,2011,-0.09009275198875272,0.015747821167032633,1.7713081106602537
65-74 years,Missouri,Female,2010,-0.05660998711487061,0.005855312344972455,0.9442717669566424
65-74 years,Missouri,Male,2008,-0.13089290380764337,0.008103380895529505,1.8268384798119122
65-74 years,Missouri,Total,2009,-0.08599643967627778,0.007724778675480701,1.3600556755037798
65-74 years,Montana,Female,2010,-0.03785434527587787,0.007751576789975526,0.713570277035274
65-74 years,Montana,Male,2006,-0.13625261734428215,0.004011529497822297,1.4481697080538258
65-74 years,Montana,Total,2006,-0.09131819061635162,0.002074859711164695,1.0748284469647404
65-74 years,Nebraska,Female,2010,-0.047023630004774074,0.0016059599786688167,0.591466562735305
65-74 years,Nebraska,Male,2006,-0.1315574554962451,-0.005078471157337561,1.180806591548748
65-74 years,Nebraska,Total,2008,-0.07615937313525527,-0.00046377076828960084,0.8763526070160073
65-74 years,Nevada,Female,2010,-0.03889125558623236,-0.0022549617760470944,0.8914290090523693
65-74 years,Nevada,Male,2008,-0.08413945532219166,0.0026616742037519486,1.9699076500839539
65-74 years,Nevada,Total,2008,-0.06485345623371762,-0.0025001088081140696,1.40828529582947
65-74 years,New Hampshire,Female,2008,-0.05587716225721638,-0.006795825251517708,0.5300500065714958
65-74 years,New Hampshire,Male,2009,-0.11173151374144713,0.000745619434003475,1.195996610185274
65-74 years,New Hampshire,Total,2009,-0.07841192617617183,-0.002351240162372051,0.8540866999542732
65-74 years,New Jersey,Female,2009,-0.06546217272707126,-0.005116129220463596,0.5986450938047204
65-74 years,New Jersey,Male,2008,-0.12216402044230874,-0.014010363109883614,1.2067701339789
65-74 years,New Jersey,Total,2008,-0.0928643945152841,-0.009723560899767184,0.8832606123202457
65-74 years,New Mexico,Female,2011,-0.035299034425800076,0.011190224930570092,0.7045491685861408
65-74 years,New Mexico,Male,2010,-0.08422365626178278,0.03219882269922052,1.556274997925398
65-74 years,New Mexico,Total,2010,-0.0595552616762086,0.01957515652943649,1.1048854719769374
65-74 years,New York,Female,2011,-0.06197329990325034,-0.009315232127591833,0.6677648108054905
65-74 years,New York,Male,2010,-0.10888186478011602,-0.011444536235007768,1.382280828844382
65-74 years,New York,Total,2010,-0.08404590470994601,-0.010687171098267972,1.0022740306541178
65-74 years,North Carolina,Female,2009,-0.06665689479139819,-0.0018749738792789988,0.7523108103562068
65-74 years,North Carolina,Male,2009,-0.12331379460817986,-0.0024691268596422067,1.51881190217751
65-74 years,North Carolina,Total,2009,-0.0904517606108478,-0.002241217139618043,1.1059892638291768
65-74 years,North Dakota,Female,2008,-0.04856317328192758,0.0007752407245646617,0.6328865305089324
65-74 years,North Dakota,Male,2008,-0.09771794767655932,-0.006270401934994008,1.287577695081222
65-74 years,North Dakota,Total,2008,-0.069918853791701,-0.0012081414977582472,0.9620822664422315
65-74 years,Ohio,Female,2009,-0.06654876664505105,0.00014275972767884004,0.8819007272311585
65-74 years,Ohio,Male,2009,-0.12317836962059392,0.010149188193627923,1.72202323684724
65-74 years,Ohio,Total,2009,-0.09077484895906128,0.005434239872837726,1.2788639291237598
65-74 years,Oklahoma,Female,2011,-0.04740491301997783,0.030215132907195935,1.426315416485356
65-74 years,Oklahoma,Male,2010,-0.11254712254994584,0.05120394561249533,2.5474057204453238
65-74 years,Oklahoma,Total,2010,-0.07878749614594538,0.038252455417287515,1.9552810576662991
65-74 years,Oregon,Female,2012,-0.04222033676909075,0.003914617335609938,0.5134078128566895
65-74 years,Oregon,Male,2011,-0.08181726631718461,0.009367568524132328,1.17322799476482
65-74 years,Oregon,Total,2012,-0.05731258461935101,0.008121469373058944,0.8258246301355016
65-74 years,Pennsylvania,Female,2009,-0.060227761347562025,-0.006711271649498966,0.7217991315811508
65-74 years,Pennsylvania,Male,2009,-0.11559273251111904,-0.006056264360325428,1.48185188293617
65-74 years,Pennsylvania,Total,2009,-0.08332735776238298,-0.005678550211127301,1.0830417356011963
65-74 years,Rhode Island,Female,2012,-0.03825722852978795,-0.0072286946866065675,0.5880009443178418
65-74 years,Rhode Island,Male,2011,-0.1106467402647092,0.0009686078760516026,1.28078370300065
65-74 years,Rhode Island,Total,2011,-0.06973315934200003,-0.004153962144032061,0.9140983761725563
65-74 years,South Carolina,Female,2009,-0.06580256676260811,-0.004155246693881669,0.8130605554439528
65-74 years,South Carolina,Male,2009,-0.1232149585456607,0.0035919183768787777,1.686218540940412
65-74 years,South Carolina,Total,2009,-0.08969425510924495,-0.0011463708890880192,1.2147446652854843
65-74 years,South Dakota,Female,2006,-0.04795116981095813,-0.0049337532504376,0.603314008277907
65-74 years,South Dakota,Male,2008,-0.11467259708632535,-0.0042136931647760445,1.317322859117548
65-74 years,South Dakota,Total,2007,-0.08046597232199357,-0.0043193420615014605,0.9618202630728309
65-74 years,Tennessee,Female,2009,-0.0634493592712998,0.0036415352620657454,1.05350718143885
65-74 years,Tennessee,Male,2009,-0.11218610106811476,0.015727906235215763,2.0568218761471697
65-74 years,Tennessee,Total,2009,-0.08300517326239525,0.009067617602543307,1.5206062556500652
65-74 years,Texas,Female,2010,-0.05845427708099506,0.002930528020008566,0.8332924252910272
65-74 years,Texas,Male,2009,-0.1139262518872529,0.008771633853822208,1.662256349259176
65-74 years,Texas,Total,2009,-0.08533900867199029,0.004450366387877408,1.2229314140885879
65-74 years,Utah,Female,2009,-0.036934099451262595,0.0005782118520459151,0.5618574578428553
65-74 years,Utah,Male,2005,-0.10596311321829865,-0.004650142350240277,1.048273309393404
65-74 years,Utah,Total,2009,-0.049562929239035214,0.002208755727819811,0.7980971821977707
65-74 years,Vermont,Female,2008,-0.05480777702095465,-0.004315852718088535,0.561123842834533
65-74 years,Vermont,Male,2007,-0.12299043225572272,0.0010471859423543395,1.270453026865272
65-74 years,Vermont,Total,2007,-0.0872326646207273,-0.0025090818582347296,0.9059226812449903
65-74 years,Virginia,Female,2010,-0.06120458399475337,0.0018340128038834141,0.7374244983863469
65-74 years,Virginia,Male,2009,-0.11155394573467908,0.002323502797120458,1.435003271432334
65-74 years,Virginia,Total,2010,-0.07880438923713114,0.0038681494225804025,1.0637679367291812
65-74 years,Washington,Female,2012,-0.03939169600173278,0.003409939154336801,0.564955371185335
65-74 years,Washington,Male,2010,-0.09040306787483153,0.0036876243092005268,1.214511671160678
65-74 years,Washington,Total,2010,-0.06516200035104423,0.0008763834148721589,0.8746866705330849
65-74 years,West Virginia,Female,2012,-0.06301778917879738,0.013375740673912437,1.0300089325650768
65-74 years,West Virginia,Male,2013,-0.09681919979712034,0.0451972644260632,1.98372291401096
65-74 years,West Virginia,Total,2012,-0.07938379141112259,0.024049740000292974,1.4859990891253632
65-74 years,Wisconsin,Female,2007,-0.05977715366514433,-0.004786484003434087,0.629657732749379
65-74 years,Wisconsin,Male,2008,-0.11703000240812227,-0.00450161708677578,1.309287830083562
65-74 years,Wisconsin,Total,2007,-0.09112692934882254,-0.005516136357168758,0.9623303967832377
