"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","Residence State","Residence State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"75-84 years","75-84","Alabama","01","2025 (provisional)","2025","Female","F",573,171859,333.4,306.1,360.7
,"75-84 years","75-84","Alabama","01","2025 (provisional)","2025","Male","M",599,131195,456.6,420.0,493.1
,"75-84 years","75-84","Alaska","02","2021","2021","Female","F",13,12429,104.6,55.7,178.9
,"75-84 years","75-84","Alaska","02","2021","2021","Male","M",14,12070,116.0,63.4,194.6
,"75-84 years","75-84","Alaska","02","2022","2022","Female","F",13,13875,93.7,49.9,160.2
,"75-84 years","75-84","Alaska","02","2022","2022","Male","M",25,13132,190.4,123.2,281.0
,"75-84 years","75-84","Alaska","02","2023","2023","Female","F",20,14703,136.0,83.1,210.1
,"75-84 years","75-84","Alaska","02","2023","2023","Male","M",26,14275,182.1,119.0,266.9
,"75-84 years","75-84","Alaska","02","2024","2024","Female","F",Suppressed,15674,Suppressed,Suppressed,Suppressed
,"75-84 years","75-84","Alaska","02","2024","2024","Male","M",20,15409,129.8,79.3,200.5
,"75-84 years","75-84","Alaska","02","2025 (provisional)","2025","Female","F",17,15674,108.5,63.2,173.7
,"75-84 years","75-84","Alaska","02","2025 (provisional)","2025","Male","M",36,15409,233.6,163.6,323.4
,"75-84 years","75-84","Arizona","04","2021","2021","Female","F",241,222181,108.5,94.8,122.2
,"75-84 years","75-84","Arizona","04","2021","2021","Male","M",300,194174,154.5,137.0,172.0
,"75-84 years","75-84","Arizona","04","2022","2022","Female","F",291,242889,119.8,106.0,133.6
,"75-84 years","75-84","Arizona","04","2022","2022","Male","M",344,209430,164.3,146.9,181.6
,"75-84 years","75-84","Arizona","04","2023","2023","Female","F",298,257760,115.6,102.5,128.7
,"75-84 years","75-84","Arizona","04","2023","2023","Male","M",366,222698,164.3,147.5,181.2
,"75-84 years","75-84","Arizona","04","2024","2024","Female","F",376,273146,137.7,123.7,151.6
,"75-84 years","75-84","Arizona","04","2024","2024","Male","M",385,234214,164.4,148.0,180.8
,"75-84 years","75-84","Arizona","04","2025 (provisional)","2025","Female","F",386,273146,141.3,127.2,155.4
,"75-84 years","75-84","Arizona","04","2025 (provisional)","2025","Male","M",474,234214,202.4,184.2,220.6
,"75-84 years","75-84","Arkansas","05","2021","2021","Female","F",220,88346,249.0,216.1,281.9
,"75-84 years","75-84","Arkansas","05","2021","2021","Male","M",230,70242,327.4,285.1,369.8
,"75-84 years","75-84","Arkansas","05","2022","2022","Female","F",258,94703,272.4,239.2,305.7
,"75-84 years","75-84","Arkansas","05","2022","2022","Male","M",271,74622,363.2,319.9,406.4
,"75-84 years","75-84","Arkansas","05","2023","2023","Female","F",251,97313,257.9,226.0,289.8
,"75-84 years","75-84","Arkansas","05","2023","2023","Male","M",279,77562,359.7,317.5,401.9
,"75-84 years","75-84","Arkansas","05","2024","2024","Female","F",302,100527,300.4,266.5,334.3
,"75-84 years","75-84","Arkansas","05","2024","2024","Male","M",286,79839,358.2,316.7,399.7
,"75-84 years","75-84","Arkansas","05","2025 (provisional)","2025","Female","F",274,100527,272.6,240.3,304.8
,"75-84 years","75-84","Arkansas","05","2025 (provisional)","2025","Male","M",345,79839,432.1,386.5,477.7
,"75-84 years","75-84","California","06","2021","2021","Female","F",1317,961800,136.9,129.5,144.3
,"75-84 years","75-84","California","06","2021","2021","Male","M",1372,759888,180.6,171.0,190.1
,"75-84 years","75-84","California","06","2022","2022","Female","F",1454,1038517,140.0,132.8,147.2
,"75-84 years","75-84","California","06","2022","2022","Male","M",1547,816915,189.4,179.9,198.8
,"75-84 years","75-84","California","06","2023","2023","Female","F",1490,1084671,137.4,130.4,144.3
,"75-84 years","75-84","California","06","2023","2023","Male","M",1624,862052,188.4,179.2,197.6
,"75-84 years","75-84","California","06","2024","2024","Female","F",1476,1141019,129.4,122.8,136.0
,"75-84 years","75-84","California","06","2024","2024","Male","M",1645,906636,181.4,172.7,190.2
,"75-84 years","75-84","California","06","2025 (provisional)","2025","Female","F",1607,1141019,140.8,134.0,147.7
,"75-84 years","75-84","California","06","2025 (provisional)","2025","Male","M",1688,906636,186.2,177.3,195.1
,"75-84 years","75-84","Colorado","08","2021","2021","Female","F",147,130411,112.7,94.5,130.9
,"75-84 years","75-84","Colorado","08","2021","2021","Male","M",160,109110,146.6,123.9,169.4
,"75-84 years","75-84","Colorado","08","2022","2022","Female","F",169,144467,117.0,99.3,134.6
,"75-84 years","75-84","Colorado","08","2022","2022","Male","M",154,120005,128.3,108.1,148.6
,"75-84 years","75-84","Colorado","08","2023","2023","Female","F",184,152758,120.5,103.0,137.9
,"75-84 years","75-84","Colorado","08","2023","2023","Male","M",182,128930,141.2,120.7,161.7
,"75-84 years","75-84","Colorado","08","2024","2024","Female","F",190,162396,117.0,100.4,133.6
,"75-84 years","75-84","Colorado","08","2024","2024","Male","M",180,137805,130.6,111.5,149.7
,"75-84 years","75-84","Colorado","08","2025 (provisional)","2025","Female","F",221,162396,136.1,118.1,154.0
,"75-84 years","75-84","Colorado","08","2025 (provisional)","2025","Male","M",183,137805,132.8,113.6,152.0
,"75-84 years","75-84","Connecticut","09","2021","2021","Female","F",154,107368,143.4,120.8,166.1
,"75-84 years","75-84","Connecticut","09","2021","2021","Male","M",147,82909,177.3,148.6,206.0
,"75-84 years","75-84","Connecticut","09","2022","2022","Female","F",152,114317,133.0,111.8,154.1
,"75-84 years","75-84","Connecticut","09","2022","2022","Male","M",153,88568,172.7,145.4,200.1
,"75-84 years","75-84","Connecticut","09","2023","2023","Female","F",163,121328,134.3,113.7,155.0
,"75-84 years","75-84","Connecticut","09","2023","2023","Male","M",183,94529,193.6,165.5,221.6
,"75-84 years","75-84","Connecticut","09","2024","2024","Female","F",194,126878,152.9,131.4,174.4
,"75-84 years","75-84","Connecticut","09","2024","2024","Male","M",226,99289,227.6,197.9,257.3
,"75-84 years","75-84","Connecticut","09","2025 (provisional)","2025","Female","F",202,126878,159.2,137.3,181.2
,"75-84 years","75-84","Connecticut","09","2025 (provisional)","2025","Male","M",242,99289,243.7,213.0,274.4
,"75-84 years","75-84","Delaware","10","2021","2021","Female","F",38,32176,118.1,83.6,162.1
,"75-84 years","75-84","Delaware","10","2021","2021","Male","M",44,26410,166.6,121.1,223.7
,"75-84 years","75-84","Delaware","10","2022","2022","Female","F",49,35426,138.3,102.3,182.9
,"75-84 years","75-84","Delaware","10","2022","2022","Male","M",50,28982,172.5,128.0,227.4
,"75-84 years","75-84","Delaware","10","2023","2023","Female","F",45,37227,120.9,88.2,161.7
,"75-84 years","75-84","Delaware","10","2023","2023","Male","M",42,30420,138.1,99.5,186.6
,"75-84 years","75-84","Delaware","10","2024","2024","Female","F",52,39428,131.9,98.5,173.0
,"75-84 years","75-84","Delaware","10","2024","2024","Male","M",55,32386,169.8,127.9,221.1
,"75-84 years","75-84","Delaware","10","2025 (provisional)","2025","Female","F",59,39428,149.6,113.9,193.0
,"75-84 years","75-84","Delaware","10","2025 (provisional)","2025","Male","M",49,32386,151.3,111.9,200.0
,"75-84 years","75-84","District of Columbia","11","2021","2021","Female","F",13,14671,88.6,47.2,151.5
,"75-84 years","75-84","District of Columbia","11","2021","2021","Male","M",Suppressed,9847,Suppressed,Suppressed,Suppressed
,"75-84 years","75-84","District of Columbia","11","2022","2022","Female","F",18,15693,114.7,68.0,181.3
,"75-84 years","75-84","District of Columbia","11","2022","2022","Male","M",15,10421,143.9,80.6,237.4
,"75-84 years","75-84","District of Columbia","11","2023","2023","Female","F",10,16286,61.4,29.4,112.9
,"75-84 years","75-84","District of Columbia","11","2023","2023","Male","M",11,10965,100.3,50.1,179.5
,"75-84 years","75-84","District of Columbia","11","2024","2024","Female","F",16,17048,93.9,53.6,152.4
,"75-84 years","75-84","District of Columbia","11","2024","2024","Male","M",13,11593,112.1,59.7,191.8
,"75-84 years","75-84","District of Columbia","11","2025 (provisional)","2025","Female","F",29,17048,170.1,113.9,244.3
,"75-84 years","75-84","District of Columbia","11","2025 (provisional)","2025","Male","M",24,11593,207.0,132.6,308.0
,"75-84 years","75-84","Florida","12","2021","2021","Female","F",834,800710,104.2,97.1,111.2
,"75-84 years","75-84","Florida","12","2021","2021","Male","M",890,670097,132.8,124.1,141.5
,"75-84 years","75-84","Florida","12","2022","2022","Female","F",842,869802,96.8,90.3,103.3
,"75-84 years","75-84","Florida","12","2022","2022","Male","M",964,720379,133.8,125.4,142.3
,"75-84 years","75-84","Florida","12","2023","2023","Female","F",956,905527,105.6,98.9,112.3
,"75-84 years","75-84","Florida","12","2023","2023","Male","M",1164,754953,154.2,145.3,163.0
,"75-84 years","75-84","Florida","12","2024","2024","Female","F",1041,950160,109.6,102.9,116.2
,"75-84 years","75-84","Florida","12","2024","2024","Male","M",1197,785480,152.4,143.8,161.0
,"75-84 years","75-84","Florida","12","2025 (provisional)","2025","Female","F",1028,950160,108.2,101.6,114.8
,"75-84 years","75-84","Florida","12","2025 (provisional)","2025","Male","M",1257,785480,160.0,151.2,168.9
,"75-84 years","75-84","Georgia","13","2021","2021","Female","F",675,258084,261.5,241.8,281.3
,"75-84 years","75-84","Georgia","13","2021","2021","Male","M",590,196943,299.6,275.4,323.8
,"75-84 years","75-84","Georgia","13","2022","2022","Female","F",682,282222,241.7,223.5,259.8
,"75-84 years","75-84","Georgia","13","2022","2022","Male","M",679,213436,318.1,294.2,342.1
,"75-84 years","75-84","Georgia","13","2023","2023","Female","F",675,296975,227.3,210.1,244.4
,"75-84 years","75-84","Georgia","13","2023","2023","Male","M",729,226995,321.2,297.8,344.5
,"75-84 years","75-84","Georgia","13","2024","2024","Female","F",686,314577,218.1,201.8,234.4
,"75-84 years","75-84","Georgia","13","2024","2024","Male","M",770,239232,321.9,299.1,344.6
,"75-84 years","75-84","Georgia","13","2025 (provisional)","2025","Female","F",777,314577,247.0,229.6,264.4
,"75-84 years","75-84","Georgia","13","2025 (provisional)","2025","Male","M",752,239232,314.3,291.9,336.8
,"75-84 years","75-84","Hawaii","15","2021","2021","Female","F",31,43942,70.5,47.9,100.1
,"75-84 years","75-84","Hawaii","15","2021","2021","Male","M",35,36924,94.8,66.0,131.8
,"75-84 years","75-84","Hawaii","15","2022","2022","Female","F",20,48086,41.6,25.4,64.2
,"75-84 years","75-84","Hawaii","15","2022","2022","Male","M",45,40648,110.7,80.8,148.1
,"75-84 years","75-84","Hawaii","15","2023","2023","Female","F",25,51261,48.8,31.6,72.0
,"75-84 years","75-84","Hawaii","15","2023","2023","Male","M",41,44166,92.8,66.6,125.9
,"75-84 years","75-84","Hawaii","15","2024","2024","Female","F",38,54159,70.2,49.7,96.3
,"75-84 years","75-84","Hawaii","15","2024","2024","Male","M",50,47014,106.4,78.9,140.2
,"75-84 years","75-84","Hawaii","15","2025 (provisional)","2025","Female","F",38,54159,70.2,49.7,96.3
,"75-84 years","75-84","Hawaii","15","2025 (provisional)","2025","Male","M",54,47014,114.9,86.3,149.9
,"75-84 years","75-84","Idaho","16","2021","2021","Female","F",84,47485,176.9,141.1,219.0
,"75-84 years","75-84","Idaho","16","2021","2021","Male","M",88,43009,204.6,164.1,252.1
,"75-84 years","75-84","Idaho","16","2022","2022","Female","F",89,52441,169.7,136.3,208.8
,"75-84 years","75-84","Idaho","16","2022","2022","Male","M",77,47225,163.0,128.7,203.8
,"75-84 years","75-84","Idaho","16","2023","2023","Female","F",100,55553,180.0,144.7,215.3
,"75-84 years","75-84","Idaho","16","2023","2023","Male","M",99,50154,197.4,160.4,240.3
,"75-84 years","75-84","Idaho","16","2024","2024","Female","F",101,58739,171.9,138.4,205.5
,"75-84 years","75-84","Idaho","16","2024","2024","Male","M",92,53248,172.8,139.3,211.9
,"75-84 years","75-84","Idaho","16","2025 (provisional)","2025","Female","F",117,58739,199.2,163.1,235.3
,"75-84 years","75-84","Idaho","16","2025 (provisional)","2025","Male","M",111,53248,208.5,169.7,247.2
,"75-84 years","75-84","Illinois","17","2021","2021","Female","F",670,341667,196.1,181.2,210.9
,"75-84 years","75-84","Illinois","17","2021","2021","Male","M",660,259728,254.1,234.7,273.5
,"75-84 years","75-84","Illinois","17","2022","2022","Female","F",711,366594,193.9,179.7,208.2
,"75-84 years","75-84","Illinois","17","2022","2022","Male","M",715,278347,256.9,238.0,275.7
,"75-84 years","75-84","Illinois","17","2023","2023","Female","F",739,377928,195.5,181.4,209.6
,"75-84 years","75-84","Illinois","17","2023","2023","Male","M",749,291496,257.0,238.5,275.4
,"75-84 years","75-84","Illinois","17","2024","2024","Female","F",726,395197,183.7,170.3,197.1
,"75-84 years","75-84","Illinois","17","2024","2024","Male","M",796,306129,260.0,242.0,278.1
,"75-84 years","75-84","Illinois","17","2025 (provisional)","2025","Female","F",842,395197,213.1,198.7,227.4
,"75-84 years","75-84","Illinois","17","2025 (provisional)","2025","Male","M",865,306129,282.6,263.7,301.4
,"75-84 years","75-84","Indiana","18","2021","2021","Female","F",380,178518,212.9,191.5,234.3
,"75-84 years","75-84","Indiana","18","2021","2021","Male","M",363,138210,262.6,235.6,289.7
,"75-84 years","75-84","Indiana","18","2022","2022","Female","F",402,193256,208.0,187.7,228.3
,"75-84 years","75-84","Indiana","18","2022","2022","Male","M",423,148531,284.8,257.6,311.9
,"75-84 years","75-84","Indiana","18","2023","2023","Female","F",439,199642,219.9,199.3,240.5
,"75-84 years","75-84","Indiana","18","2023","2023","Male","M",459,155659,294.9,267.9,321.9
,"75-84 years","75-84","Indiana","18","2024","2024","Female","F",484,208431,232.2,211.5,252.9
,"75-84 years","75-84","Indiana","18","2024","2024","Male","M",426,163443,260.6,235.9,285.4
,"75-84 years","75-84","Indiana","18","2025 (provisional)","2025","Female","F",527,208431,252.8,231.3,274.4
,"75-84 years","75-84","Indiana","18","2025 (provisional)","2025","Male","M",517,163443,316.3,289.1,343.6
,"75-84 years","75-84","Iowa","19","2021","2021","Female","F",131,88493,148.0,122.7,173.4
,"75-84 years","75-84","Iowa","19","2021","2021","Male","M",139,71330,194.9,162.5,227.3
,"75-84 years","75-84","Iowa","19","2022","2022","Female","F",174,95345,182.5,155.4,209.6
,"75-84 years","75-84","Iowa","19","2022","2022","Male","M",133,76936,172.9,143.5,202.3
,"75-84 years","75-84","Iowa","19","2023","2023","Female","F",189,98181,192.5,165.1,219.9
,"75-84 years","75-84","Iowa","19","2023","2023","Male","M",141,80196,175.8,146.8,204.8
,"75-84 years","75-84","Iowa","19","2024","2024","Female","F",159,102066,155.8,131.6,180.0
,"75-84 years","75-84","Iowa","19","2024","2024","Male","M",167,83903,199.0,168.9,229.2
,"75-84 years","75-84","Iowa","19","2025 (provisional)","2025","Female","F",190,102066,186.2,159.7,212.6
,"75-84 years","75-84","Iowa","19","2025 (provisional)","2025","Male","M",158,83903,188.3,158.9,217.7
,"75-84 years","75-84","Kansas","20","2021","2021","Female","F",127,76149,166.8,137.8,195.8
,"75-84 years","75-84","Kansas","20","2021","2021","Male","M",139,61171,227.2,189.5,265.0
,"75-84 years","75-84","Kansas","20","2022","2022","Female","F",128,81883,156.3,129.2,183.4
,"75-84 years","75-84","Kansas","20","2022","2022","Male","M",146,65627,222.5,186.4,258.6
,"75-84 years","75-84","Kansas","20","2023","2023","Female","F",167,84537,197.5,167.6,227.5
,"75-84 years","75-84","Kansas","20","2023","2023","Male","M",171,68708,248.9,211.6,286.2
,"75-84 years","75-84","Kansas","20","2024","2024","Female","F",192,88122,217.9,187.1,248.7
,"75-84 years","75-84","Kansas","20","2024","2024","Male","M",168,72271,232.5,197.3,267.6
,"75-84 years","75-84","Kansas","20","2025 (provisional)","2025","Female","F",167,88122,189.5,160.8,218.3
,"75-84 years","75-84","Kansas","20","2025 (provisional)","2025","Male","M",166,72271,229.7,194.7,264.6
,"75-84 years","75-84","Kentucky","21","2021","2021","Female","F",245,124219,197.2,172.5,221.9
,"75-84 years","75-84","Kentucky","21","2021","2021","Male","M",270,96288,280.4,247.0,313.9
,"75-84 years","75-84","Kentucky","21","2022","2022","Female","F",297,133892,221.8,196.6,247.0
,"75-84 years","75-84","Kentucky","21","2022","2022","Male","M",250,103724,241.0,211.1,270.9
,"75-84 years","75-84","Kentucky","21","2023","2023","Female","F",248,138409,179.2,156.9,201.5
,"75-84 years","75-84","Kentucky","21","2023","2023","Male","M",261,108146,241.3,212.1,270.6
,"75-84 years","75-84","Kentucky","21","2024","2024","Female","F",303,143528,211.1,187.3,234.9
,"75-84 years","75-84","Kentucky","21","2024","2024","Male","M",285,113310,251.5,222.3,280.7
,"75-84 years","75-84","Kentucky","21","2025 (provisional)","2025","Female","F",251,143528,174.9,153.2,196.5
,"75-84 years","75-84","Kentucky","21","2025 (provisional)","2025","Male","M",281,113310,248.0,219.0,277.0
,"75-84 years","75-84","Louisiana","22","2021","2021","Female","F",366,122942,297.7,267.2,328.2
,"75-84 years","75-84","Louisiana","22","2021","2021","Male","M",406,93204,435.6,393.2,478.0
,"75-84 years","75-84","Louisiana","22","2022","2022","Female","F",366,131093,279.2,250.6,307.8
,"75-84 years","75-84","Louisiana","22","2022","2022","Male","M",358,99398,360.2,322.9,397.5
,"75-84 years","75-84","Louisiana","22","2023","2023","Female","F",381,135404,281.4,253.1,309.6
,"75-84 years","75-84","Louisiana","22","2023","2023","Male","M",411,104150,394.6,356.5,432.8
,"75-84 years","75-84","Louisiana","22","2024","2024","Female","F",402,141236,284.6,256.8,312.5
,"75-84 years","75-84","Louisiana","22","2024","2024","Male","M",442,109045,405.3,367.5,443.1
,"75-84 years","75-84","Louisiana","22","2025 (provisional)","2025","Female","F",424,141236,300.2,271.6,328.8
,"75-84 years","75-84","Louisiana","22","2025 (provisional)","2025","Male","M",443,109045,406.3,368.4,444.1
,"75-84 years","75-84","Maine","23","2021","2021","Female","F",45,45630,98.6,71.9,132.0
,"75-84 years","75-84","Maine","23","2021","2021","Male","M",58,38427,150.9,114.6,195.1
,"75-84 years","75-84","Maine","23","2022","2022","Female","F",53,50715,104.5,78.3,136.7
,"75-84 years","75-84","Maine","23","2022","2022","Male","M",63,42804,147.2,113.1,188.3
,"75-84 years","75-84","Maine","23","2023","2023","Female","F",65,53153,122.3,94.4,155.9
,"75-84 years","75-84","Maine","23","2023","2023","Male","M",69,45562,151.4,117.8,191.7
,"75-84 years","75-84","Maine","23","2024","2024","Female","F",66,56163,117.5,90.9,149.5
,"75-84 years","75-84","Maine","23","2024","2024","Male","M",63,48266,130.5,100.3,167.0
,"75-84 years","75-84","Maine","23","2025 (provisional)","2025","Female","F",88,56163,156.7,125.7,193.0
,"75-84 years","75-84","Maine","23","2025 (provisional)","2025","Male","M",85,48266,176.1,140.7,217.8
,"75-84 years","75-84","Maryland","24","2021","2021","Female","F",137,165247,82.9,69.0,96.8
,"75-84 years","75-84","Maryland","24","2021","2021","Male","M",127,123911,102.5,84.7,120.3
,"75-84 years","75-84","Maryland","24","2022","2022","Female","F",168,180900,92.9,78.8,106.9
,"75-84 years","75-84","Maryland","24","2022","2022","Male","M",173,134797,128.3,109.2,147.5
,"75-84 years","75-84","Maryland","24","2023","2023","Female","F",172,188243,91.4,77.7,105.0
,"75-84 years","75-84","Maryland","24","2023","2023","Male","M",201,141688,141.9,122.2,161.5
,"75-84 years","75-84","Maryland","24","2024","2024","Female","F",167,197998,84.3,71.6,97.1
,"75-84 years","75-84","Maryland","24","2024","2024","Male","M",186,149018,124.8,106.9,142.8
,"75-84 years","75-84","Maryland","24","2025 (provisional)","2025","Female","F",201,197998,101.5,87.5,115.6
,"75-84 years","75-84","Maryland","24","2025 (provisional)","2025","Male","M",203,149018,136.2,117.5,155.0
,"75-84 years","75-84","Massachusetts","25","2021","2021","Female","F",274,197181,139.0,122.5,155.4
,"75-84 years","75-84","Massachusetts","25","2021","2021","Male","M",257,149044,172.4,151.4,193.5
,"75-84 years","75-84","Massachusetts","25","2022","2022","Female","F",259,214562,120.7,106.0,135.4
,"75-84 years","75-84","Massachusetts","25","2022","2022","Male","M",317,163538,193.8,172.5,215.2
,"75-84 years","75-84","Massachusetts","25","2023","2023","Female","F",280,224940,124.5,109.9,139.1
,"75-84 years","75-84","Massachusetts","25","2023","2023","Male","M",299,173552,172.3,152.8,191.8
,"75-84 years","75-84","Massachusetts","25","2024","2024","Female","F",290,237343,122.2,108.1,136.2
,"75-84 years","75-84","Massachusetts","25","2024","2024","Male","M",303,183829,164.8,146.3,183.4
,"75-84 years","75-84","Massachusetts","25","2025 (provisional)","2025","Female","F",313,237343,131.9,117.3,146.5
,"75-84 years","75-84","Massachusetts","25","2025 (provisional)","2025","Male","M",321,183829,174.6,155.5,193.7
,"75-84 years","75-84","Michigan","26","2021","2021","Female","F",511,286825,178.2,162.7,193.6
,"75-84 years","75-84","Michigan","26","2021","2021","Male","M",573,230371,248.7,228.4,269.1
,"75-84 years","75-84","Michigan","26","2022","2022","Female","F",586,309609,189.3,173.9,204.6
,"75-84 years","75-84","Michigan","26","2022","2022","Male","M",572,248294,230.4,211.5,249.3
,"75-84 years","75-84","Michigan","26","2023","2023","Female","F",591,322652,183.2,168.4,197.9
,"75-84 years","75-84","Michigan","26","2023","2023","Male","M",648,261678,247.6,228.6,266.7
,"75-84 years","75-84","Michigan","26","2024","2024","Female","F",648,338777,191.3,176.5,206.0
,"75-84 years","75-84","Michigan","26","2024","2024","Male","M",658,275214,239.1,220.8,257.4
,"75-84 years","75-84","Michigan","26","2025 (provisional)","2025","Female","F",698,338777,206.0,190.8,221.3
,"75-84 years","75-84","Michigan","26","2025 (provisional)","2025","Male","M",721,275214,262.0,242.9,281.1
,"75-84 years","75-84","Minnesota","27","2021","2021","Female","F",158,147194,107.3,90.6,124.1
,"75-84 years","75-84","Minnesota","27","2021","2021","Male","M",128,121399,105.4,87.2,123.7
,"75-84 years","75-84","Minnesota","27","2022","2022","Female","F",177,159174,111.2,94.8,127.6
,"75-84 years","75-84","Minnesota","27","2022","2022","Male","M",170,131673,129.1,109.7,148.5
,"75-84 years","75-84","Minnesota","27","2023","2023","Female","F",203,165561,122.6,105.7,139.5
,"75-84 years","75-84","Minnesota","27","2023","2023","Male","M",166,138430,119.9,101.7,138.2
,"75-84 years","75-84","Minnesota","27","2024","2024","Female","F",208,173583,119.8,103.5,136.1
,"75-84 years","75-84","Minnesota","27","2024","2024","Male","M",226,145506,155.3,135.1,175.6
,"75-84 years","75-84","Minnesota","27","2025 (provisional)","2025","Female","F",246,173583,141.7,124.0,159.4
,"75-84 years","75-84","Minnesota","27","2025 (provisional)","2025","Male","M",224,145506,153.9,133.8,174.1
,"75-84 years","75-84","Mississippi","28","2021","2021","Female","F",297,81716,363.5,322.1,404.8
,"75-84 years","75-84","Mississippi","28","2021","2021","Male","M",258,61123,422.1,370.6,473.6
,"75-84 years","75-84","Mississippi","28","2022","2022","Female","F",298,87345,341.2,302.4,379.9
,"75-84 years","75-84","Mississippi","28","2022","2022","Male","M",266,65442,406.5,357.6,455.3
,"75-84 years","75-84","Mississippi","28","2023","2023","Female","F",297,90129,329.5,292.1,367.0
,"75-84 years","75-84","Mississippi","28","2023","2023","Male","M",277,68306,405.5,357.8,453.3
,"75-84 years","75-84","Mississippi","28","2024","2024","Female","F",287,93180,308.0,272.4,343.6
,"75-84 years","75-84","Mississippi","28","2024","2024","Male","M",269,70950,379.1,333.8,424.4
,"75-84 years","75-84","Mississippi","28","2025 (provisional)","2025","Female","F",341,93180,366.0,327.1,404.8
,"75-84 years","75-84","Mississippi","28","2025 (provisional)","2025","Male","M",338,70950,476.4,425.6,527.2
,"75-84 years","75-84","Missouri","29","2021","2021","Female","F",371,176386,210.3,188.9,231.7
,"75-84 years","75-84","Missouri","29","2021","2021","Male","M",417,138869,300.3,271.5,329.1
,"75-84 years","75-84","Missouri","29","2022","2022","Female","F",425,188929,225.0,203.6,246.3
,"75-84 years","75-84","Missouri","29","2022","2022","Male","M",483,147257,328.0,298.7,357.2
,"75-84 years","75-84","Missouri","29","2023","2023","Female","F",392,194712,201.3,181.4,221.3
,"75-84 years","75-84","Missouri","29","2023","2023","Male","M",443,153853,287.9,261.1,314.8
,"75-84 years","75-84","Missouri","29","2024","2024","Female","F",508,202890,250.4,228.6,272.2
,"75-84 years","75-84","Missouri","29","2024","2024","Male","M",465,160116,290.4,264.0,316.8
,"75-84 years","75-84","Missouri","29","2025 (provisional)","2025","Female","F",510,202890,251.4,229.6,273.2
,"75-84 years","75-84","Missouri","29","2025 (provisional)","2025","Male","M",533,160116,332.9,304.6,361.1
,"75-84 years","75-84","Montana","30","2021","2021","Female","F",40,31030,128.9,92.1,175.5
,"75-84 years","75-84","Montana","30","2021","2021","Male","M",45,29167,154.3,112.5,206.4
,"75-84 years","75-84","Montana","30","2022","2022","Female","F",55,34018,161.7,121.8,210.4
,"75-84 years","75-84","Montana","30","2022","2022","Male","M",66,31735,208.0,160.8,264.6
,"75-84 years","75-84","Montana","30","2023","2023","Female","F",37,35816,103.3,72.7,142.4
,"75-84 years","75-84","Montana","30","2023","2023","Male","M",39,33808,115.4,82.0,157.7
,"75-84 years","75-84","Montana","30","2024","2024","Female","F",45,37980,118.5,86.4,158.5
,"75-84 years","75-84","Montana","30","2024","2024","Male","M",39,35786,109.0,77.5,149.0
,"75-84 years","75-84","Montana","30","2025 (provisional)","2025","Female","F",52,37980,136.9,102.3,179.5
,"75-84 years","75-84","Montana","30","2025 (provisional)","2025","Male","M",51,35786,142.5,106.1,187.4
,"75-84 years","75-84","Nebraska","31","2021","2021","Female","F",88,49673,177.2,142.1,218.3
,"75-84 years","75-84","Nebraska","31","2021","2021","Male","M",87,40209,216.4,173.3,266.9
,"75-84 years","75-84","Nebraska","31","2022","2022","Female","F",96,53352,179.9,145.7,219.7
,"75-84 years","75-84","Nebraska","31","2022","2022","Male","M",108,43478,248.4,201.6,295.3
,"75-84 years","75-84","Nebraska","31","2023","2023","Female","F",109,55455,196.6,159.7,233.5
,"75-84 years","75-84","Nebraska","31","2023","2023","Male","M",125,45560,274.4,226.3,322.5
,"75-84 years","75-84","Nebraska","31","2024","2024","Female","F",110,58214,189.0,153.6,224.3
,"75-84 years","75-84","Nebraska","31","2024","2024","Male","M",129,48363,266.7,220.7,312.8
,"75-84 years","75-84","Nebraska","31","2025 (provisional)","2025","Female","F",114,58214,195.8,159.9,231.8
,"75-84 years","75-84","Nebraska","31","2025 (provisional)","2025","Male","M",101,48363,208.8,168.1,249.6
,"75-84 years","75-84","Nevada","32","2021","2021","Female","F",115,80861,142.2,116.2,168.2
,"75-84 years","75-84","Nevada","32","2021","2021","Male","M",128,73180,174.9,144.6,205.2
,"75-84 years","75-84","Nevada","32","2022","2022","Female","F",138,88628,155.7,129.7,181.7
,"75-84 years","75-84","Nevada","32","2022","2022","Male","M",141,79404,177.6,148.3,206.9
,"75-84 years","75-84","Nevada","32","2023","2023","Female","F",135,94032,143.6,119.3,167.8
,"75-84 years","75-84","Nevada","32","2023","2023","Male","M",167,84069,198.6,168.5,228.8
,"75-84 years","75-84","Nevada","32","2024","2024","Female","F",129,99809,129.2,106.9,151.6
,"75-84 years","75-84","Nevada","32","2024","2024","Male","M",158,88242,179.1,151.1,207.0
,"75-84 years","75-84","Nevada","32","2025 (provisional)","2025","Female","F",133,99809,133.3,110.6,155.9
,"75-84 years","75-84","Nevada","32","2025 (provisional)","2025","Male","M",199,88242,225.5,194.2,256.8
,"75-84 years","75-84","New Hampshire","33","2021","2021","Female","F",63,39845,158.1,121.5,202.3
,"75-84 years","75-84","New Hampshire","33","2021","2021","Male","M",72,33561,214.5,167.9,270.2
,"75-84 years","75-84","New Hampshire","33","2022","2022","Female","F",73,44481,164.1,128.6,206.4
