"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","Residence State","Residence State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"75-84 years","75-84","Colorado","08","2025 (provisional)","2025","Female","F",400,162396,246.3,222.2,270.5
,"75-84 years","75-84","Colorado","08","2025 (provisional)","2025","Male","M",687,137805,498.5,461.3,535.8
,"75-84 years","75-84","Connecticut","09","2021","2021","Female","F",271,107368,252.4,222.4,282.5
,"75-84 years","75-84","Connecticut","09","2021","2021","Male","M",478,82909,576.5,524.9,628.2
,"75-84 years","75-84","Connecticut","09","2022","2022","Female","F",317,114317,277.3,246.8,307.8
,"75-84 years","75-84","Connecticut","09","2022","2022","Male","M",528,88568,596.2,545.3,647.0
,"75-84 years","75-84","Connecticut","09","2023","2023","Female","F",309,121328,254.7,226.3,283.1
,"75-84 years","75-84","Connecticut","09","2023","2023","Male","M",482,94529,509.9,464.4,555.4
,"75-84 years","75-84","Connecticut","09","2024","2024","Female","F",299,126878,235.7,208.9,262.4
,"75-84 years","75-84","Connecticut","09","2024","2024","Male","M",513,99289,516.7,472.0,561.4
,"75-84 years","75-84","Connecticut","09","2025 (provisional)","2025","Female","F",271,126878,213.6,188.2,239.0
,"75-84 years","75-84","Connecticut","09","2025 (provisional)","2025","Male","M",507,99289,510.6,466.2,555.1
,"75-84 years","75-84","Delaware","10","2021","2021","Female","F",116,32176,360.5,294.9,426.1
,"75-84 years","75-84","Delaware","10","2021","2021","Male","M",212,26410,802.7,694.7,910.8
,"75-84 years","75-84","Delaware","10","2022","2022","Female","F",135,35426,381.1,316.8,445.4
,"75-84 years","75-84","Delaware","10","2022","2022","Male","M",237,28982,817.7,713.6,921.9
,"75-84 years","75-84","Delaware","10","2023","2023","Female","F",138,37227,370.7,308.8,432.5
,"75-84 years","75-84","Delaware","10","2023","2023","Male","M",214,30420,703.5,609.2,797.7
,"75-84 years","75-84","Delaware","10","2024","2024","Female","F",176,39428,446.4,380.4,512.3
,"75-84 years","75-84","Delaware","10","2024","2024","Male","M",230,32386,710.2,618.4,802.0
,"75-84 years","75-84","Delaware","10","2025 (provisional)","2025","Female","F",128,39428,324.6,268.4,380.9
,"75-84 years","75-84","Delaware","10","2025 (provisional)","2025","Male","M",239,32386,738.0,644.4,831.5
,"75-84 years","75-84","District of Columbia","11","2021","2021","Female","F",83,14671,565.7,450.6,701.3
,"75-84 years","75-84","District of Columbia","11","2021","2021","Male","M",86,9847,873.4,698.6,1078.6
,"75-84 years","75-84","District of Columbia","11","2022","2022","Female","F",81,15693,516.2,409.9,641.5
,"75-84 years","75-84","District of Columbia","11","2022","2022","Male","M",113,10421,1084.3,884.4,1284.3
,"75-84 years","75-84","District of Columbia","11","2023","2023","Female","F",70,16286,429.8,335.1,543.0
,"75-84 years","75-84","District of Columbia","11","2023","2023","Male","M",66,10965,601.9,465.5,765.8
,"75-84 years","75-84","District of Columbia","11","2024","2024","Female","F",72,17048,422.3,330.5,531.9
,"75-84 years","75-84","District of Columbia","11","2024","2024","Male","M",74,11593,638.3,501.2,801.3
,"75-84 years","75-84","District of Columbia","11","2025 (provisional)","2025","Female","F",71,17048,416.5,325.3,525.3
,"75-84 years","75-84","District of Columbia","11","2025 (provisional)","2025","Male","M",85,11593,733.2,585.7,906.6
,"75-84 years","75-84","Florida","12","2021","2021","Female","F",3206,800710,400.4,386.5,414.3
,"75-84 years","75-84","Florida","12","2021","2021","Male","M",5144,670097,767.7,746.7,788.6
,"75-84 years","75-84","Florida","12","2022","2022","Female","F",3257,869802,374.5,361.6,387.3
,"75-84 years","75-84","Florida","12","2022","2022","Male","M",5218,720379,724.3,704.7,744.0
,"75-84 years","75-84","Florida","12","2023","2023","Female","F",3229,905527,356.6,344.3,368.9
,"75-84 years","75-84","Florida","12","2023","2023","Male","M",5116,754953,677.7,659.1,696.2
,"75-84 years","75-84","Florida","12","2024","2024","Female","F",3233,950160,340.3,328.5,352.0
,"75-84 years","75-84","Florida","12","2024","2024","Male","M",5286,785480,673.0,654.8,691.1
,"75-84 years","75-84","Florida","12","2025 (provisional)","2025","Female","F",3335,950160,351.0,339.1,362.9
,"75-84 years","75-84","Florida","12","2025 (provisional)","2025","Male","M",5306,785480,675.5,657.3,693.7
,"75-84 years","75-84","Georgia","13","2021","2021","Female","F",873,258084,338.3,315.8,360.7
,"75-84 years","75-84","Georgia","13","2021","2021","Male","M",1243,196943,631.1,596.1,666.2
,"75-84 years","75-84","Georgia","13","2022","2022","Female","F",839,282222,297.3,277.2,317.4
,"75-84 years","75-84","Georgia","13","2022","2022","Male","M",1292,213436,605.3,572.3,638.3
,"75-84 years","75-84","Georgia","13","2023","2023","Female","F",788,296975,265.3,246.8,283.9
,"75-84 years","75-84","Georgia","13","2023","2023","Male","M",1302,226995,573.6,542.4,604.7
,"75-84 years","75-84","Georgia","13","2024","2024","Female","F",885,314577,281.3,262.8,299.9
,"75-84 years","75-84","Georgia","13","2024","2024","Male","M",1295,239232,541.3,511.8,570.8
,"75-84 years","75-84","Georgia","13","2025 (provisional)","2025","Female","F",869,314577,276.2,257.9,294.6
,"75-84 years","75-84","Georgia","13","2025 (provisional)","2025","Male","M",1350,239232,564.3,534.2,594.4
,"75-84 years","75-84","Hawaii","15","2021","2021","Female","F",132,43942,300.4,249.1,351.6
,"75-84 years","75-84","Hawaii","15","2021","2021","Male","M",218,36924,590.4,512.0,668.8
,"75-84 years","75-84","Hawaii","15","2022","2022","Female","F",152,48086,316.1,265.8,366.4
,"75-84 years","75-84","Hawaii","15","2022","2022","Male","M",259,40648,637.2,559.6,714.8
,"75-84 years","75-84","Hawaii","15","2023","2023","Female","F",126,51261,245.8,202.9,288.7
,"75-84 years","75-84","Hawaii","15","2023","2023","Male","M",233,44166,527.6,459.8,595.3
,"75-84 years","75-84","Hawaii","15","2024","2024","Female","F",136,54159,251.1,208.9,293.3
,"75-84 years","75-84","Hawaii","15","2024","2024","Male","M",279,47014,593.4,523.8,663.1
,"75-84 years","75-84","Hawaii","15","2025 (provisional)","2025","Female","F",148,54159,273.3,229.2,317.3
,"75-84 years","75-84","Hawaii","15","2025 (provisional)","2025","Male","M",273,47014,580.7,511.8,649.6
,"75-84 years","75-84","Idaho","16","2021","2021","Female","F",148,47485,311.7,261.5,361.9
,"75-84 years","75-84","Idaho","16","2021","2021","Male","M",328,43009,762.6,680.1,845.2
,"75-84 years","75-84","Idaho","16","2022","2022","Female","F",175,52441,333.7,284.3,383.2
,"75-84 years","75-84","Idaho","16","2022","2022","Male","M",342,47225,724.2,647.4,800.9
,"75-84 years","75-84","Idaho","16","2023","2023","Female","F",158,55553,284.4,240.1,328.8
,"75-84 years","75-84","Idaho","16","2023","2023","Male","M",333,50154,664.0,592.6,735.3
,"75-84 years","75-84","Idaho","16","2024","2024","Female","F",162,58739,275.8,233.3,318.3
,"75-84 years","75-84","Idaho","16","2024","2024","Male","M",352,53248,661.1,592.0,730.1
,"75-84 years","75-84","Idaho","16","2025 (provisional)","2025","Female","F",166,58739,282.6,239.6,325.6
,"75-84 years","75-84","Idaho","16","2025 (provisional)","2025","Male","M",299,53248,561.5,497.9,625.2
,"75-84 years","75-84","Illinois","17","2021","2021","Female","F",1228,341667,359.4,339.3,379.5
,"75-84 years","75-84","Illinois","17","2021","2021","Male","M",1810,259728,696.9,664.8,729.0
,"75-84 years","75-84","Illinois","17","2022","2022","Female","F",1276,366594,348.1,329.0,367.2
,"75-84 years","75-84","Illinois","17","2022","2022","Male","M",1918,278347,689.1,658.2,719.9
,"75-84 years","75-84","Illinois","17","2023","2023","Female","F",1210,377928,320.2,302.1,338.2
,"75-84 years","75-84","Illinois","17","2023","2023","Male","M",1789,291496,613.7,585.3,642.2
,"75-84 years","75-84","Illinois","17","2024","2024","Female","F",1167,395197,295.3,278.4,312.2
,"75-84 years","75-84","Illinois","17","2024","2024","Male","M",1772,306129,578.8,551.9,605.8
,"75-84 years","75-84","Illinois","17","2025 (provisional)","2025","Female","F",1211,395197,306.4,289.2,323.7
,"75-84 years","75-84","Illinois","17","2025 (provisional)","2025","Male","M",1878,306129,613.5,585.7,641.2
,"75-84 years","75-84","Indiana","18","2021","2021","Female","F",816,178518,457.1,425.7,488.5
,"75-84 years","75-84","Indiana","18","2021","2021","Male","M",1147,138210,829.9,781.9,877.9
,"75-84 years","75-84","Indiana","18","2022","2022","Female","F",779,193256,403.1,374.8,431.4
,"75-84 years","75-84","Indiana","18","2022","2022","Male","M",1225,148531,824.7,778.6,870.9
,"75-84 years","75-84","Indiana","18","2023","2023","Female","F",816,199642,408.7,380.7,436.8
,"75-84 years","75-84","Indiana","18","2023","2023","Male","M",1225,155659,787.0,742.9,831.0
,"75-84 years","75-84","Indiana","18","2024","2024","Female","F",788,208431,378.1,351.7,404.5
,"75-84 years","75-84","Indiana","18","2024","2024","Male","M",1219,163443,745.8,704.0,787.7
,"75-84 years","75-84","Indiana","18","2025 (provisional)","2025","Female","F",860,208431,412.6,385.0,440.2
,"75-84 years","75-84","Indiana","18","2025 (provisional)","2025","Male","M",1244,163443,761.1,718.8,803.4
,"75-84 years","75-84","Iowa","19","2021","2021","Female","F",426,88493,481.4,435.7,527.1
,"75-84 years","75-84","Iowa","19","2021","2021","Male","M",696,71330,975.7,903.3,1048.2
,"75-84 years","75-84","Iowa","19","2022","2022","Female","F",443,95345,464.6,421.4,507.9
,"75-84 years","75-84","Iowa","19","2022","2022","Male","M",683,76936,887.8,821.2,954.3
,"75-84 years","75-84","Iowa","19","2023","2023","Female","F",351,98181,357.5,320.1,394.9
,"75-84 years","75-84","Iowa","19","2023","2023","Male","M",689,80196,859.1,795.0,923.3
,"75-84 years","75-84","Iowa","19","2024","2024","Female","F",413,102066,404.6,365.6,443.7
,"75-84 years","75-84","Iowa","19","2024","2024","Male","M",630,83903,750.9,692.2,809.5
,"75-84 years","75-84","Iowa","19","2025 (provisional)","2025","Female","F",415,102066,406.6,367.5,445.7
,"75-84 years","75-84","Iowa","19","2025 (provisional)","2025","Male","M",681,83903,811.7,750.7,872.6
,"75-84 years","75-84","Kansas","20","2021","2021","Female","F",349,76149,458.3,410.2,506.4
,"75-84 years","75-84","Kansas","20","2021","2021","Male","M",572,61171,935.1,858.5,1011.7
,"75-84 years","75-84","Kansas","20","2022","2022","Female","F",348,81883,425.0,380.3,469.6
,"75-84 years","75-84","Kansas","20","2022","2022","Male","M",539,65627,821.3,752.0,890.6
,"75-84 years","75-84","Kansas","20","2023","2023","Female","F",322,84537,380.9,339.3,422.5
,"75-84 years","75-84","Kansas","20","2023","2023","Male","M",550,68708,800.5,733.6,867.4
,"75-84 years","75-84","Kansas","20","2024","2024","Female","F",311,88122,352.9,313.7,392.1
,"75-84 years","75-84","Kansas","20","2024","2024","Male","M",540,72271,747.2,684.2,810.2
,"75-84 years","75-84","Kansas","20","2025 (provisional)","2025","Female","F",330,88122,374.5,334.1,414.9
,"75-84 years","75-84","Kansas","20","2025 (provisional)","2025","Male","M",554,72271,766.6,702.7,830.4
,"75-84 years","75-84","Kentucky","21","2021","2021","Female","F",603,124219,485.4,446.7,524.2
,"75-84 years","75-84","Kentucky","21","2021","2021","Male","M",874,96288,907.7,847.5,967.9
,"75-84 years","75-84","Kentucky","21","2022","2022","Female","F",617,133892,460.8,424.5,497.2
,"75-84 years","75-84","Kentucky","21","2022","2022","Male","M",942,103724,908.2,850.2,966.2
,"75-84 years","75-84","Kentucky","21","2023","2023","Female","F",567,138409,409.7,375.9,443.4
,"75-84 years","75-84","Kentucky","21","2023","2023","Male","M",837,108146,774.0,721.5,826.4
,"75-84 years","75-84","Kentucky","21","2024","2024","Female","F",594,143528,413.9,380.6,447.1
,"75-84 years","75-84","Kentucky","21","2024","2024","Male","M",848,113310,748.4,698.0,798.8
,"75-84 years","75-84","Kentucky","21","2025 (provisional)","2025","Female","F",568,143528,395.7,363.2,428.3
,"75-84 years","75-84","Kentucky","21","2025 (provisional)","2025","Male","M",888,113310,783.7,732.1,835.2
,"75-84 years","75-84","Louisiana","22","2021","2021","Female","F",587,122942,477.5,438.8,516.1
,"75-84 years","75-84","Louisiana","22","2021","2021","Male","M",878,93204,942.0,879.7,1004.3
,"75-84 years","75-84","Louisiana","22","2022","2022","Female","F",649,131093,495.1,457.0,533.2
,"75-84 years","75-84","Louisiana","22","2022","2022","Male","M",869,99398,874.3,816.1,932.4
,"75-84 years","75-84","Louisiana","22","2023","2023","Female","F",532,135404,392.9,359.5,426.3
,"75-84 years","75-84","Louisiana","22","2023","2023","Male","M",795,104150,763.3,710.3,816.4
,"75-84 years","75-84","Louisiana","22","2024","2024","Female","F",549,141236,388.7,356.2,421.2
,"75-84 years","75-84","Louisiana","22","2024","2024","Male","M",858,109045,786.8,734.2,839.5
,"75-84 years","75-84","Louisiana","22","2025 (provisional)","2025","Female","F",593,141236,419.9,386.1,453.7
,"75-84 years","75-84","Louisiana","22","2025 (provisional)","2025","Male","M",855,109045,784.1,731.5,836.6
,"75-84 years","75-84","Maine","23","2021","2021","Female","F",199,45630,436.1,375.5,496.7
,"75-84 years","75-84","Maine","23","2021","2021","Male","M",326,38427,848.4,756.3,940.5
,"75-84 years","75-84","Maine","23","2022","2022","Female","F",207,50715,408.2,352.6,463.8
,"75-84 years","75-84","Maine","23","2022","2022","Male","M",320,42804,747.6,665.7,829.5
,"75-84 years","75-84","Maine","23","2023","2023","Female","F",189,53153,355.6,304.9,406.3
,"75-84 years","75-84","Maine","23","2023","2023","Male","M",334,45562,733.1,654.4,811.7
,"75-84 years","75-84","Maine","23","2024","2024","Female","F",201,56163,357.9,308.4,407.4
,"75-84 years","75-84","Maine","23","2024","2024","Male","M",330,48266,683.7,609.9,757.5
,"75-84 years","75-84","Maine","23","2025 (provisional)","2025","Female","F",205,56163,365.0,315.0,415.0
,"75-84 years","75-84","Maine","23","2025 (provisional)","2025","Male","M",365,48266,756.2,678.6,833.8
,"75-84 years","75-84","Maryland","24","2021","2021","Female","F",747,165247,452.1,419.6,484.5
,"75-84 years","75-84","Maryland","24","2021","2021","Male","M",968,123911,781.2,732.0,830.4
,"75-84 years","75-84","Maryland","24","2022","2022","Female","F",742,180900,410.2,380.7,439.7
,"75-84 years","75-84","Maryland","24","2022","2022","Male","M",949,134797,704.0,659.2,748.8
,"75-84 years","75-84","Maryland","24","2023","2023","Female","F",638,188243,338.9,312.6,365.2
,"75-84 years","75-84","Maryland","24","2023","2023","Male","M",968,141688,683.2,640.2,726.2
,"75-84 years","75-84","Maryland","24","2024","2024","Female","F",686,197998,346.5,320.5,372.4
,"75-84 years","75-84","Maryland","24","2024","2024","Male","M",948,149018,636.2,595.7,676.7
,"75-84 years","75-84","Maryland","24","2025 (provisional)","2025","Female","F",652,197998,329.3,304.0,354.6
,"75-84 years","75-84","Maryland","24","2025 (provisional)","2025","Male","M",965,149018,647.6,606.7,688.4
,"75-84 years","75-84","Massachusetts","25","2021","2021","Female","F",546,197181,276.9,253.7,300.1
,"75-84 years","75-84","Massachusetts","25","2021","2021","Male","M",892,149044,598.5,559.2,637.8
,"75-84 years","75-84","Massachusetts","25","2022","2022","Female","F",518,214562,241.4,220.6,262.2
,"75-84 years","75-84","Massachusetts","25","2022","2022","Male","M",931,163538,569.3,532.7,605.9
,"75-84 years","75-84","Massachusetts","25","2023","2023","Female","F",544,224940,241.8,221.5,262.2
,"75-84 years","75-84","Massachusetts","25","2023","2023","Male","M",984,173552,567.0,531.6,602.4
,"75-84 years","75-84","Massachusetts","25","2024","2024","Female","F",503,237343,211.9,193.4,230.5
,"75-84 years","75-84","Massachusetts","25","2024","2024","Male","M",896,183829,487.4,455.5,519.3
,"75-84 years","75-84","Massachusetts","25","2025 (provisional)","2025","Female","F",512,237343,215.7,197.0,234.4
,"75-84 years","75-84","Massachusetts","25","2025 (provisional)","2025","Male","M",959,183829,521.7,488.7,554.7
,"75-84 years","75-84","Michigan","26","2021","2021","Female","F",1536,286825,535.5,508.7,562.3
,"75-84 years","75-84","Michigan","26","2021","2021","Male","M",2189,230371,950.2,910.4,990.0
,"75-84 years","75-84","Michigan","26","2022","2022","Female","F",1641,309609,530.0,504.4,555.7
,"75-84 years","75-84","Michigan","26","2022","2022","Male","M",2335,248294,940.4,902.3,978.6
,"75-84 years","75-84","Michigan","26","2023","2023","Female","F",1566,322652,485.4,461.3,509.4
,"75-84 years","75-84","Michigan","26","2023","2023","Male","M",2271,261678,867.9,832.2,903.6
,"75-84 years","75-84","Michigan","26","2024","2024","Female","F",1587,338777,468.4,445.4,491.5
,"75-84 years","75-84","Michigan","26","2024","2024","Male","M",2348,275214,853.2,818.6,887.7
,"75-84 years","75-84","Michigan","26","2025 (provisional)","2025","Female","F",1676,338777,494.7,471.0,518.4
,"75-84 years","75-84","Michigan","26","2025 (provisional)","2025","Male","M",2387,275214,867.3,832.5,902.1
,"75-84 years","75-84","Minnesota","27","2021","2021","Female","F",363,147194,246.6,221.2,272.0
,"75-84 years","75-84","Minnesota","27","2021","2021","Male","M",747,121399,615.3,571.2,659.5
,"75-84 years","75-84","Minnesota","27","2022","2022","Female","F",421,159174,264.5,239.2,289.8
,"75-84 years","75-84","Minnesota","27","2022","2022","Male","M",805,131673,611.4,569.1,653.6
,"75-84 years","75-84","Minnesota","27","2023","2023","Female","F",369,165561,222.9,200.1,245.6
,"75-84 years","75-84","Minnesota","27","2023","2023","Male","M",745,138430,538.2,499.5,576.8
,"75-84 years","75-84","Minnesota","27","2024","2024","Female","F",420,173583,242.0,218.8,265.1
,"75-84 years","75-84","Minnesota","27","2024","2024","Male","M",776,145506,533.3,495.8,570.8
,"75-84 years","75-84","Minnesota","27","2025 (provisional)","2025","Female","F",396,173583,228.1,205.7,250.6
,"75-84 years","75-84","Minnesota","27","2025 (provisional)","2025","Male","M",796,145506,547.1,509.1,585.1
,"75-84 years","75-84","Mississippi","28","2021","2021","Female","F",420,81716,514.0,464.8,563.1
,"75-84 years","75-84","Mississippi","28","2021","2021","Male","M",632,61123,1034.0,953.4,1114.6
,"75-84 years","75-84","Mississippi","28","2022","2022","Female","F",407,87345,466.0,420.7,511.2
,"75-84 years","75-84","Mississippi","28","2022","2022","Male","M",664,65442,1014.6,937.5,1091.8
,"75-84 years","75-84","Mississippi","28","2023","2023","Female","F",381,90129,422.7,380.3,465.2
,"75-84 years","75-84","Mississippi","28","2023","2023","Male","M",602,68306,881.3,810.9,951.7
,"75-84 years","75-84","Mississippi","28","2024","2024","Female","F",402,93180,431.4,389.2,473.6
,"75-84 years","75-84","Mississippi","28","2024","2024","Male","M",594,70950,837.2,769.9,904.5
,"75-84 years","75-84","Mississippi","28","2025 (provisional)","2025","Female","F",430,93180,461.5,417.9,505.1
,"75-84 years","75-84","Mississippi","28","2025 (provisional)","2025","Male","M",573,70950,807.6,741.5,873.7
,"75-84 years","75-84","Missouri","29","2021","2021","Female","F",836,176386,474.0,441.8,506.1
,"75-84 years","75-84","Missouri","29","2021","2021","Male","M",1181,138869,850.4,801.9,898.9
,"75-84 years","75-84","Missouri","29","2022","2022","Female","F",881,188929,466.3,435.5,497.1
,"75-84 years","75-84","Missouri","29","2022","2022","Male","M",1335,147257,906.6,857.9,955.2
,"75-84 years","75-84","Missouri","29","2023","2023","Female","F",859,194712,441.2,411.7,470.7
,"75-84 years","75-84","Missouri","29","2023","2023","Male","M",1215,153853,789.7,745.3,834.1
,"75-84 years","75-84","Missouri","29","2024","2024","Female","F",837,202890,412.5,384.6,440.5
,"75-84 years","75-84","Missouri","29","2024","2024","Male","M",1310,160116,818.2,773.9,862.5
,"75-84 years","75-84","Missouri","29","2025 (provisional)","2025","Female","F",882,202890,434.7,406.0,463.4
,"75-84 years","75-84","Missouri","29","2025 (provisional)","2025","Male","M",1296,160116,809.4,765.3,853.5
,"75-84 years","75-84","Montana","30","2021","2021","Female","F",130,31030,418.9,346.9,491.0
,"75-84 years","75-84","Montana","30","2021","2021","Male","M",303,29167,1038.8,921.9,1155.8
,"75-84 years","75-84","Montana","30","2022","2022","Female","F",139,34018,408.6,340.7,476.5
,"75-84 years","75-84","Montana","30","2022","2022","Male","M",260,31735,819.3,719.7,918.9
,"75-84 years","75-84","Montana","30","2023","2023","Female","F",149,35816,416.0,349.2,482.8
,"75-84 years","75-84","Montana","30","2023","2023","Male","M",249,33808,736.5,645.0,828.0
,"75-84 years","75-84","Montana","30","2024","2024","Female","F",170,37980,447.6,380.3,514.9
,"75-84 years","75-84","Montana","30","2024","2024","Male","M",314,35786,877.4,780.4,974.5
,"75-84 years","75-84","Montana","30","2025 (provisional)","2025","Female","F",161,37980,423.9,358.4,489.4
,"75-84 years","75-84","Montana","30","2025 (provisional)","2025","Male","M",288,35786,804.8,711.8,897.7
,"75-84 years","75-84","Nebraska","31","2021","2021","Female","F",173,49673,348.3,296.4,400.2
,"75-84 years","75-84","Nebraska","31","2021","2021","Male","M",278,40209,691.4,610.1,772.7
,"75-84 years","75-84","Nebraska","31","2022","2022","Female","F",136,53352,254.9,212.1,297.8
,"75-84 years","75-84","Nebraska","31","2022","2022","Male","M",291,43478,669.3,592.4,746.2
,"75-84 years","75-84","Nebraska","31","2023","2023","Female","F",145,55455,261.5,218.9,304.0
,"75-84 years","75-84","Nebraska","31","2023","2023","Male","M",268,45560,588.2,517.8,658.7
,"75-84 years","75-84","Nebraska","31","2024","2024","Female","F",141,58214,242.2,202.2,282.2
,"75-84 years","75-84","Nebraska","31","2024","2024","Male","M",276,48363,570.7,503.4,638.0
,"75-84 years","75-84","Nebraska","31","2025 (provisional)","2025","Female","F",136,58214,233.6,194.4,272.9
,"75-84 years","75-84","Nebraska","31","2025 (provisional)","2025","Male","M",292,48363,603.8,534.5,673.0
,"75-84 years","75-84","Nevada","32","2021","2021","Female","F",418,80861,516.9,467.4,566.5
,"75-84 years","75-84","Nevada","32","2021","2021","Male","M",673,73180,919.7,850.2,989.1
,"75-84 years","75-84","Nevada","32","2022","2022","Female","F",433,88628,488.6,442.5,534.6
,"75-84 years","75-84","Nevada","32","2022","2022","Male","M",718,79404,904.2,838.1,970.4
,"75-84 years","75-84","Nevada","32","2023","2023","Female","F",380,94032,404.1,363.5,444.8
,"75-84 years","75-84","Nevada","32","2023","2023","Male","M",683,84069,812.4,751.5,873.4
,"75-84 years","75-84","Nevada","32","2024","2024","Female","F",400,99809,400.8,361.5,440.0
,"75-84 years","75-84","Nevada","32","2024","2024","Male","M",771,88242,873.7,812.1,935.4
,"75-84 years","75-84","Nevada","32","2025 (provisional)","2025","Female","F",437,99809,437.8,396.8,478.9
,"75-84 years","75-84","Nevada","32","2025 (provisional)","2025","Male","M",665,88242,753.6,696.3,810.9
,"75-84 years","75-84","New Hampshire","33","2021","2021","Female","F",125,39845,313.7,258.7,368.7
,"75-84 years","75-84","New Hampshire","33","2021","2021","Male","M",249,33561,741.9,649.8,834.1
,"75-84 years","75-84","New Hampshire","33","2022","2022","Female","F",147,44481,330.5,277.1,383.9
,"75-84 years","75-84","New Hampshire","33","2022","2022","Male","M",256,37554,681.7,598.2,765.2
,"75-84 years","75-84","New Hampshire","33","2023","2023","Female","F",133,46951,283.3,235.1,331.4
,"75-84 years","75-84","New Hampshire","33","2023","2023","Male","M",255,40266,633.3,555.6,711.0
,"75-84 years","75-84","New Hampshire","33","2024","2024","Female","F",175,49864,351.0,299.0,403.0
,"75-84 years","75-84","New Hampshire","33","2024","2024","Male","M",258,42900,601.4,528.0,674.8
,"75-84 years","75-84","New Hampshire","33","2025 (provisional)","2025","Female","F",142,49864,284.8,237.9,331.6
,"75-84 years","75-84","New Hampshire","33","2025 (provisional)","2025","Male","M",292,42900,680.7,602.6,758.7
,"75-84 years","75-84","New Jersey","34","2021","2021","Female","F",999,263194,379.6,356.0,403.1
,"75-84 years","75-84","New Jersey","34","2021","2021","Male","M",1389,195468,710.6,673.2,748.0
,"75-84 years","75-84","New Jersey","34","2022","2022","Female","F",993,281513,352.7,330.8,374.7
,"75-84 years","75-84","New Jersey","34","2022","2022","Male","M",1358,209459,648.3,613.9,682.8
,"75-84 years","75-84","New Jersey","34","2023","2023","Female","F",836,291896,286.4,267.0,305.8
,"75-84 years","75-84","New Jersey","34","2023","2023","Male","M",1311,220204,595.4,563.1,627.6
,"75-84 years","75-84","New Jersey","34","2024","2024","Female","F",873,305117,286.1,267.1,305.1
,"75-84 years","75-84","New Jersey","34","2024","2024","Male","M",1290,231036,558.4,527.9,588.8
,"75-84 years","75-84","New Jersey","34","2025 (provisional)","2025","Female","F",898,305117,294.3,275.1,313.6
,"75-84 years","75-84","New Jersey","34","2025 (provisional)","2025","Male","M",1299,231036,562.3,531.7,592.8
,"75-84 years","75-84","New Mexico","35","2021","2021","Female","F",295,62281,473.7,419.6,527.7
,"75-84 years","75-84","New Mexico","35","2021","2021","Male","M",469,52676,890.3,809.8,970.9
,"75-84 years","75-84","New Mexico","35","2022","2022","Female","F",315,67375,467.5,415.9,519.2
,"75-84 years","75-84","New Mexico","35","2022","2022","Male","M",477,56710,841.1,765.6,916.6
,"75-84 years","75-84","New Mexico","35","2023","2023","Female","F",315,71910,438.0,389.7,486.4
,"75-84 years","75-84","New Mexico","35","2023","2023","Male","M",528,60987,865.8,791.9,939.6
,"75-84 years","75-84","New Mexico","35","2024","2024","Female","F",308,75671,407.0,361.6,452.5
,"75-84 years","75-84","New Mexico","35","2024","2024","Male","M",485,64367,753.5,686.4,820.6
,"75-84 years","75-84","New Mexico","35","2025 (provisional)","2025","Female","F",340,75671,449.3,401.6,497.1
,"75-84 years","75-84","New Mexico","35","2025 (provisional)","2025","Male","M",536,64367,832.7,762.2,903.2
,"75-84 years","75-84","New York","36","2021","2021","Female","F",3033,582237,520.9,502.4,539.5
,"75-84 years","75-84","New York","36","2021","2021","Male","M",3754,429061,874.9,846.9,902.9
,"75-84 years","75-84","New York","36","2022","2022","Female","F",3113,620561,501.6,484.0,519.3
,"75-84 years","75-84","New York","36","2022","2022","Male","M",4093,456999,895.6,868.2,923.1
,"75-84 years","75-84","New York","36","2023","2023","Female","F",2919,641229,455.2,438.7,471.7
,"75-84 years","75-84","New York","36","2023","2023","Male","M",3908,482131,810.6,785.2,836.0
,"75-84 years","75-84","New York","36","2024","2024","Female","F",2878,672231,428.1,412.5,443.8
,"75-84 years","75-84","New York","36","2024","2024","Male","M",3905,507086,770.1,745.9,794.2
,"75-84 years","75-84","New York","36","2025 (provisional)","2025","Female","F",2881,672231,428.6,412.9,444.2
,"75-84 years","75-84","New York","36","2025 (provisional)","2025","Male","M",3949,507086,778.8,754.5,803.1
,"75-84 years","75-84","North Carolina","37","2021","2021","Female","F",1126,293272,383.9,361.5,406.4
,"75-84 years","75-84","North Carolina","37","2021","2021","Male","M",1689,227256,743.2,707.8,778.7
,"75-84 years","75-84","North Carolina","37","2022","2022","Female","F",1110,320209,346.6,326.3,367.0
,"75-84 years","75-84","North Carolina","37","2022","2022","Male","M",1944,248062,783.7,748.8,818.5
,"75-84 years","75-84","North Carolina","37","2023","2023","Female","F",1096,335135,327.0,307.7,346.4
,"75-84 years","75-84","North Carolina","37","2023","2023","Male","M",1839,262253,701.2,669.2,733.3
,"75-84 years","75-84","North Carolina","37","2024","2024","Female","F",1088,353722,307.6,289.3,325.9
,"75-84 years","75-84","North Carolina","37","2024","2024","Male","M",1825,275712,661.9,631.6,692.3
,"75-84 years","75-84","North Carolina","37","2025 (provisional)","2025","Female","F",1249,353722,353.1,333.5,372.7
,"75-84 years","75-84","North Carolina","37","2025 (provisional)","2025","Male","M",1881,275712,682.2,651.4,713.1
,"75-84 years","75-84","North Dakota","38","2021","2021","Female","F",61,18637,327.3,250.4,420.4
